TAXI,60099
SMALL COM VEH(4 TIRES),25692
nan,758795.0
UNKNOWN,104791
nan,10260.0
MOTORCYCLE,7775
nan,2570.0
nan,766485.0
BICYCLE,19033
BUS,25798
NaN,800211
FIRE TRUCK,1307
LARGE COM VEH(6 OR MORE TIRES),27494
PICK-UP TRUCK,22967
VAN,49467
SCOOTER,525
SPORT UTILITY / STATION WAGON,333727
OTHER,45900
AMBULANCE,3331
PASSENGER VEHICLE,761213
PEDICAB,116
LIVERY VEHICLE,17719
